Tick PD1 PD2 PD3
0196 175 185 050
0197 174 185 052
0198 172 185 055
0199 170 185 058
0200 169 185 060
0201 166 184 063
0202 162 184 067
0203 160 184 071
0204 158 184 074
0205 156 184 077
0206 153 184 079
0207 151 183 081
0208 148 183 083
0209 145 183 084
0210 142 183 085
0211 140 183 085
0212 137 183 086
0213 133 182 086
0214 129 182 087
0215 126 182 087
0216 123 182 087
0217 120 182 088
0218 117 181 088
0219 113 181 089
0220 108 181 089
0221 103 180 090
0222 099 180 090
0223 095 180 090
0224 092 179 091
0225 089 179 091
0226 085 178 091
0227 080 178 091
0228 076 178 091
0229 073 177 091
0230 070 177 091
0231 067 176 090
0232 064 176 090
0233 060 175 090
0234 056 175 090
0235 053 174 089
0236 050 173 089
0237 047 172 088
0238 044 171 087
0239 042 170 087
0240 040 169 086
0241 037 169 086
0242 035 167 085
0243 032 166 083
0244 030 164 082
0245 027 162 080
0246 025 161 079
0247 024 159 077
0248 022 157 076
0249 021 156 074
0250 019 154 073
0251 018 152 071
0252 016 150 069
0253 015 147 067
0254 014 144 066
0255 013 142 064
0256 012 139 064
0257 011 137 063
0258 010 135 062
0259 010 133 061
0260 009 130 061
0261 009 127 060
0262 008 124 060
0263 007 120 060
0264 007 117 061
0265 006 113 061
0266 006 110 062
0267 006 107 064
0268 006 104 066
0269 005 102 067
0270 005 099 069
0271 005 096 072
0272 004 091 075
0273 004 088 079
0274 004 084 083
0275 004 081 087
0276 003 078 090
0277 003 076 093
0278 003 073 096
0279 003 070 100
0280 002 067 104
0281 002 063 110
0282 002 060 115
0283 002 057 120
0284 002 054 124
0285 002 052 128
0286 002 049 132
0287 002 047 136
0288 001 045 140
0289 001 042 144
0290 001 040 149
0291 001 037 153
0292 001 035 156
0293 001 033 160
0294 001 031 164
0295 001 028 168
0296 000 026 172
0297 000 023 176
0298 000 021 179
0299 000 019 182
0300 000 017 184
0301 000 016 187
0302 000 013 190
0303 000 012 193
0304 000 010 195
0305 000 009 197
0306 000 008 198
0307 000 007 199
0308 000 006 200
0309 000 006 201
0310 000 005 202
0311 000 004 203
0312 000 004 203
0313 000 003 203
0314 000 003 203
0315 000 002 203
0316 000 002 203
0317 000 001 203
0318 000 001 203
0319 000 001 203
0320 000 001 203
0321 000 000 203
0322 000 000 203
0323 000 000 203
0324 000 000 203
0325 000 000 203
0326 000 000 203
0327 000 000 203
0328 000 000 203
0329 000 000 203
0330 000 000 203
0331 000 000 203
0332 000 000 203
0333 000 000 203
0334 000 000 203
0335 000 000 203
0336 000 000 203
0337 000 000 203
0338 000 000 203
0339 000 000 203
0340 000 000 203
0341 000 000 203
0342 000 000 203
0343 000 000 203
0344 000 000 203
0345 000 000 203
0346 000 000 203
0347 000 000 203
0348 000 000 203
0349 000 000 203
0350 000 000 203
0351 000 000 203
0352 000 000 203
0353 000 000 203
0354 000 000 203
0355 000 000 203
0356 000 000 203
0357 000 000 203
0358 000 000 203
0359 000 000 203
0360 000 000 203
0361 000 000 203
0362 000 000 203
0363 000 000 203
0364 000 000 203
0365 000 000 203
0366 000 000 203
0367 000 000 203
0368 000 000 203
0369 000 000 203
0370 000 000 203
0371 000 000 203
0372 000 000 203
0373 000 000 203
0374 000 000 203
0375 000 000 203
0376 000 000 203
0377 000 000 203
0378 000 000 203
0379 000 000 203
0380 000 000 203
0381 000 000 203
0382 000 000 203
0383 000 000 203
0384 000 000 203
0385 000 000 203
0386 000 000 203
0387 000 000 203
0388 000 000 203
0389 000 000 203
0390 000 000 203
0391 000 000 203
0392 000 000 203
0393 000 000 203
0394 000 000 203
0395 000 000 203
0396 000 000 203
0397 000 000 203
0398 000 000 203
0399 000 000 203
0400 000 000 203
0401 000 000 203
0402 000 000 203
0403 000 000 203
0404 000 000 203
0405 000 000 203
0406 000 000 203
0407 000 000 203
0408 000 000 203
0409 000 000 203
0410 000 000 203
0411 000 000 203
0412 000 000 203
0413 000 000 203
0414 000 000 203
0415 000 000 203
0416 000 000 203
0417 000 000 203
0418 000 000 203
0419 000 000 203
0420 000 000 203
0421 000 000 203
0422 000 000 203
0423 000 000 203
0424 000 000 203
0425 000 000 203
0426 000 000 203
0427 000 000 203
0428 000 000 203
0429 000 000 203
0430 000 000 203
0431 000 000 203
0432 000 000 203
0433 000 000 203
0434 000 000 203
0435 000 000 203
0436 000 000 203
0437 000 000 203
0438 000 000 203
0439 000 000 203
0440 000 000 203
0441 000 000 203
0442 000 000 203
0443 000 000 203
0444 000 000 203
0445 000 000 203
0446 000 000 203
0447 000 000 203
0448 000 000 203
0449 000 000 203
0450 000 000 203
0451 000 000 203
0452 000 000 203
0453 000 000 203
0454 000 000 203
0455 000 000 203
0456 000 000 203
0457 000 000 203
0458 000 000 203
0459 000 000 203
0460 000 000 203
0461 000 000 203
0462 000 000 203
0463 000 000 203
0464 000 000 203
0465 000 000 203
0466 000 000 203
0467 000 000 203
0468 000 000 203
0469 000 000 203
0470 000 000 203
0471 000 000 203
0472 000 000 202
0473 000 000 201
0474 000 000 200
0475 000 000 200
0476 000 000 199
0477 000 000 198
0478 000 000 197
0479 000 000 196
0480 000 000 195
0481 000 000 194
0482 000 000 193
0483 000 000 191
0484 000 000 189
0485 000 000 187
0486 000 000 185
0487 000 000 183
0488 000 001 182
0489 000 001 180
0490 000 001 177
0491 000 002 175
0492 000 002 172
0493 000 003 170
0494 000 003 167
0495 000 004 164
0496 000 005 161
0497 000 006 158
0498 000 007 155
0499 000 008 153
0500 000 008 150
0501 000 009 148
0502 000 011 145
0503 000 012 142
0504 000 013 139
0505 000 015 136
0506 000 016 134
0507 000 018 132
0508 000 019 129
0509 000 021 126
0510 000 023 124
0511 000 025 121
0512 000 028 119
0513 000 030 116
0514 000 033 114
0515 000 036 112
0516 000 039 110
0517 000 041 108
0518 000 044 107
0519 000 048 105
0520 000 051 103
0521 000 055 102
0522 000 059 100
0523 000 063 099
0524 000 067 097
0525 000 071 096
0526 000 075 095
0527 000 079 094
0528 000 083 093
0529 000 087 092
0530 000 092 091
0531 000 096 089
0532 000 100 088
0533 000 104 086
0534 000 107 085
0535 000 111 083
0536 000 115 081
0537 000 118 079
0538 000 122 076
0539 000 126 073
0540 000 129 071
0541 000 133 069
0542 000 136 066
0543 000 139 063
0544 000 142 060
0545 000 145 057
0546 000 147 054
0547 000 149 052
0548 000 152 049
0549 000 154 046
0550 000 156 043
0551 000 158 040
0552 000 161 037
0553 000 163 033
0554 000 165 029
0555 000 167 026
0556 000 169 023
0557 000 170 021
0558 000 171 018
0559 000 172 016
0560 000 173 014
0561 000 173 013
0562 000 174 011
0563 000 175 010
0564 000 175 009
0565 000 175 008
0566 000 176 007
0567 000 176 005
0568 000 177 004
0569 000 178 003
0570 000 178 002
0571 000 179 001
0572 000 179 001
0573 000 180 001
0574 000 180 000
0575 000 180 000
0576 000 181 000
0577 000 181 000
0578 000 182 000
0579 000 182 000
0580 000 182 000
0581 000 182 000
0582 000 182 000
0583 000 183 000
0584 000 183 000
0585 000 183 000
0586 000 183 000
0587 000 184 000
0588 000 184 000
0589 000 184 000
0590 000 184 000
0591 000 184 000
0592 000 184 000
0593 000 185 000
0594 000 185 000
0595 000 185 000
0596 000 185 001
0597 000 185 001
0598 000 185 001
0599 000 185 001
0600 000 186 001
0601 000 186 002
0602 000 186 002
0603 000 186 003
0604 000 186 003
0605 000 186 004
0606 000 186 005
0607 000 186 005
0608 000 186 006
0609 000 186 007
0610 000 186 009
0611 000 186 010
0612 000 186 011
0613 000 186 012
0614 000 186 013
0615 000 186 014
0616 000 186 015
0617 000 186 017
0618 000 186 018
0619 000 186 019
0620 000 186 020
0621 000 186 020
0622 000 186 021
0623 000 186 023
0624 000 186 025
0625 000 186 027
0626 000 186 031
0627 000 185 035
0628 000 185 040
0629 000 185 044
0630 000 185 048
0631 000 185 051
0632 000 185 055
0633 000 185 058
0634 000 185 062
0635 000 185 064
0636 000 185 067
0637 000 185 069
0638 000 185 071
0639 000 184 074
0640 000 185 075
0641 000 184 077
0642 000 184 078
0643 000 184 080
0644 000 184 081
0645 000 184 082
0646 000 184 083
0647 000 184 084
0648 000 184 085
0649 000 184 087
0650 000 184 088
0651 000 183 089
0652 000 183 090
0653 000 183 091
0654 000 183 091
0655 000 183 091
0656 000 183 092
0657 000 183 092
0658 000 183 092
0659 000 183 092
0660 000 183 092
0661 000 182 092
0662 000 182 092
0663 000 182 091
0664 000 182 091
0665 000 182 091
0666 000 182 091
0667 000 182 090
0668 000 182 090
0669 000 182 089
0670 000 182 088
0671 000 181 087
0672 000 181 086
0673 000 181 084
0674 000 181 083
0675 000 181 081
0676 000 181 079
0677 000 181 077
0678 000 181 076
0679 000 181 074
0680 000 181 071
0681 000 181 068
0682 000 181 066
0683 000 181 063
0684 000 181 060
0685 000 181 058
0686 000 181 056
0687 000 181 053
0688 000 181 050
0689 000 181 047
0690 000 181 044
0691 000 181 042
0692 000 181 039
0693 000 181 036
0694 001 180 033
0695 001 181 030
0696 002 180 027
0697 002 180 025
0698 003 180 022
0699 003 180 020
0700 004 180 018
0701 005 180 016
0702 006 180 013
0703 008 180 011
0704 009 180 008
0705 010 180 007
0706 012 180 005
0707 013 180 004
0708 015 180 003
0709 016 180 003
0710 018 180 002
0711 019 180 002
0712 021 180 001
0713 024 180 001
0714 026 180 001
0715 028 180 000
0716 031 180 000
0717 034 180 000
0718 037 180 000
0719 039 180 000
0720 043 180 000
0721 047 180 000
0722 050 180 000
0723 054 180 000
0724 058 180 000
0725 062 180 000
0726 066 180 000
0727 070 180 000
0728 074 180 000
0729 079 180 000
0730 083 180 000
0731 087 180 000
0732 092 180 000
0733 096 180 000
0734 100 180 000
0735 104 180 000
0736 107 180 000
0737 112 180 000
0738 116 180 001
0739 119 180 001
0740 123 180 001
0741 127 180 001
0742 130 181 002
0743 134 181 002
0744 137 180 002
0745 141 180 003
0746 143 180 003
0747 147 180 004
0748 149 180 004
0749 152 180 005
0750 155 180 006
0751 158 180 007
0752 161 180 009
0753 163 180 011
0754 165 180 013
0755 167 180 016
0756 169 180 018
0757 170 180 021
0758 172 180 023
0759 173 180 026
0760 174 180 028
0761 176 180 031
0762 176 180 034
0763 177 180 036
0764 178 180 038
0765 179 180 041
0766 179 180 043
0767 180 180 045
0768 180 180 047
0769 181 180 050
0770 181 180 053
0771 181 180 056
0772 182 180 058
0773 182 180 061
0774 183 180 064
0775 183 180 067
0776 183 180 070
0777 184 180 073
0778 184 180 075
0779 184 180 077
0780 185 181 079
0781 185 181 081
0782 185 181 082
0783 186 181 084
0784 186 181 085
0785 186 181 087
0786 186 181 088
0787 187 181 089
0788 187 181 089
0789 187 181 090
0790 187 181 091
0791 188 181 091
0792 188 181 092
0793 188 181 092
0794 188 181 092
0795 188 181 093
0796 188 181 093
0797 188 181 093
0798 188 181 093
0799 188 181 093
0800 189 181 093
0801 189 181 093
0802 189 181 093
0803 189 182 092
0804 189 182 092
0805 189 182 092
0806 189 182 091
0807 189 182 091
0808 189 182 090
0809 189 182 090
0810 189 182 089
0811 189 182 088
0812 189 182 087
0813 189 182 087
0814 189 182 086
0815 189 182 085
0816 189 182 084
0817 189 182 082
0818 189 182 079
0819 189 182 076
0820 189 182 073
0821 189 182 070
0822 189 182 067
0823 189 182 063
0824 189 182 060
0825 188 182 056
0826 188 182 053
0827 188 182 049
0828 188 182 046
0829 188 182 042
0830 188 183 039
0831 188 183 036
0832 188 183 033
0833 188 183 030
0834 188 183 028
0835 188 183 025
0836 188 183 023
0837 188 183 020
0838 188 183 018
0839 188 183 017
0840 188 183 015
0841 188 183 013
0842 188 183 011
0843 188 183 009
0844 188 183 007
0845 188 183 005
0846 188 183 003
0847 188 183 002
0848 187 183 001
0849 187 183 001
0850 187 184 000
0851 187 184 000
0852 187 184 000
0853 187 184 000
0854 187 184 000
0855 187 184 000
0856 187 184 000
0857 187 184 000
0858 187 184 000
0859 187 184 000
0860 187 184 000
0861 186 184 000
0862 186 184 000
0863 186 184 000
0864 186 184 000
0865 186 184 000
0866 186 184 000
0867 186 183 000
0868 186 183 000
0869 186 183 000
0870 186 183 000
0871 186 183 001
0872 186 183 001
0873 186 183 001
0874 186 183 001
0875 185 183 002
0876 185 182 002
0877 185 182 002
0878 185 182 003
0879 185 182 003
0880 185 182 004
0881 185 182 005
0882 185 182 005
0883 185 182 006
0884 185 181 007
0885 185 181 008
0886 185 181 009
0887 185 181 010
0888 185 181 011
0889 185 181 012
0890 185 180 013
0891 185 180 015
0892 185 180 017
0893 185 180 020
0894 185 179 022
0895 185 179 024
0896 185 179 026
0897 184 178 029
0898 184 178 031
0899 184 178 034
0900 184 177 036
0901 184 177 039
0902 184 176 042
0903 184 176 046
0904 184 175 049
0905 184 175 052
0906 184 174 055
0907 184 173 057
0908 184 173 060
0909 184 172 062
0910 184 171 064
0911 184 170 067
0912 184 169 069
0913 183 167 072
0914 183 166 074
0915 183 164 077
0916 183 163 078
0917 183 161 080
0918 183 159 082
0919 183 157 083
0920 183 154 085
0921 183 152 086
0922 183 150 087
0923 183 147 088
0924 183 144 088
0925 183 142 089
0926 183 139 090
0927 183 136 090
0928 182 132 091
0929 182 129 091
0930 183 126 091
0931 182 123 091
0932 182 119 091
0933 182 116 091
0934 182 111 091
0935 182 108 091
0936 182 103 091
0937 182 099 091
0938 182 096 091
0939 182 092 090
0940 182 088 090
0941 182 084 089
0942 182 080 089
0943 182 076 088
0944 182 071 087
0945 182 066 086
0946 182 062 085
0947 182 058 083
0948 181 054 082
0949 181 050 080
0950 181 046 078
0951 181 043 075
0952 181 039 073
0953 181 034 069
0954 181 030 065
0955 181 027 061
0956 181 023 057
0957 181 020 053
0958 181 017 049
0959 181 015 045
0960 181 013 041
0961 181 011 037
0962 181 010 034
0963 182 008 030
0964 181 007 027
0965 181 006 024
0966 181 005 021
0967 181 005 019
0968 181 004 017
0969 181 004 015
0970 181 003 013
0971 181 003 012
0972 181 003 010
0973 181 002 009
0974 181 002 008
0975 181 002 006
0976 181 002 005
0977 181 001 004
0978 181 001 003
0979 181 001 003
0980 181 001 002
0981 181 000 001
0982 181 000 001
0983 181 000 000
0984 181 000 000
0985 181 000 000
0986 181 000 000
0987 181 000 000
0988 181 000 000
0989 181 000 000
0990 181 000 000
0991 181 000 000
0992 181 000 000
0993 181 000 000
0994 181 000 000
0995 181 000 000
0996 181 000 000
0997 181 000 000
0998 181 000 000
0999 181 000 000
1000 181 000 000
1001 181 000 000
1002 181 000 000
1003 181 000 000
1004 181 000 000
1005 181 000 000
1006 181 000 000
1007 181 000 000
1008 181 000 000
1009 181 000 001
1010 181 000 001
1011 181 000 001
1012 181 000 002
1013 181 000 002
1014 181 000 002
1015 181 000 003
1016 181 000 003
1017 181 000 004
1018 181 000 005
1019 181 000 005
1020 181 000 007
1021 181 000 008
1022 181 000 010
1023 181 000 011
1024 182 000 013
1025 181 000 016
1026 182 000 018
1027 182 000 020
1028 182 000 022
1029 182 000 025
1030 182 000 028
1031 182 000 030
1032 182 000 033
1033 182 000 035
1034 182 000 038
1035 182 000 041
1036 182 000 043
1037 182 000 047
1038 182 000 051
1039 182 000 054
1040 182 000 058
1041 182 000 061
1042 182 000 064
1043 182 000 067
1044 182 000 070
1045 182 000 072
1046 181 000 074
1047 181 000 076
1048 181 000 078
1049 181 000 080
1050 181 000 081
1051 182 000 083
1052 182 000 084
1053 181 000 086
1054 181 000 087
1055 181 000 088
1056 181 000 089
1057 181 000 089
1058 181 000 090
1059 181 000 090
1060 181 000 090
1061 181 000 091
1062 181 000 091
1063 182 000 091
1064 181 000 091
1065 182 000 091
1066 182 000 090
1067 182 000 090
1068 182 000 090
1069 182 000 090
1070 182 000 089
1071 182 000 089
1072 182 000 088
1073 182 000 088
1074 182 000 087
1075 182 000 086
1076 182 000 085
1077 182 000 084
1078 182 000 083
1079 182 000 081
1080 182 000 080
1081 182 000 078
1082 182 000 076
1083 182 000 074
1084 182 000 072
1085 182 000 070
1086 182 000 067
1087 182 000 065
1088 182 000 062
1089 182 000 059
1090 182 000 056
1091 182 000 053
1092 182 000 050
1093 182 000 046
1094 182 000 043
1095 182 000 040
1096 182 000 038
1097 183 000 035
1098 183 000 032
1099 183 000 030
1100 183 000 027
1101 183 000 024
1102 183 000 021
1103 183 000 018
1104 183 000 015
1105 183 000 012
1106 183 000 010
1107 183 000 008
1108 183 000 006
1109 183 000 005
1110 184 000 004
1111 184 000 003
1112 184 000 002
1113 184 000 001
1114 184 000 001
1115 184 000 000
1116 184 000 000
1117 184 000 000
1118 184 000 000
1119 184 000 000
1120 184 000 000
1121 185 000 000
1122 185 000 000
1123 185 000 000
1124 185 000 000
1125 185 000 000
1126 185 000 000
1127 185 000 000
1128 185 000 000
1129 186 000 000
1130 186 000 000
1131 186 000 000
1132 186 000 000
1133 186 000 000
1134 186 000 000
1135 186 000 001
1136 186 000 001
1137 186 000 001
1138 186 000 002
1139 186 000 002
1140 186 000 003
1141 186 000 003
1142 186 000 004
1143 186 000 004
1144 187 000 005
1145 187 000 006
1146 187 000 007
1147 187 000 008
1148 187 000 009
1149 187 000 011
1150 187 000 012
1151 187 000 013
1152 187 000 015
1153 187 000 017
1154 187 000 020
1155 188 000 023
1156 188 000 027
1157 188 000 030
1158 188 000 034
1159 188 000 038
1160 188 000 042
1161 188 000 046
1162 188 000 050
1163 188 000 053
1164 189 000 057
1165 189 000 060
1166 189 000 063
1167 189 000 065
1168 189 000 067
1169 189 000 070
1170 189 000 072
1171 189 000 074
1172 189 000 076
1173 190 000 078
1174 190 000 080
1175 190 000 081
1176 190 000 082
1177 190 000 083
1178 190 000 084
1179 190 000 086
1180 190 000 086
1181 190 000 088
1182 191 000 089
1183 191 000 090
1184 191 000 090
1185 191 000 091
1186 191 000 091
1187 191 000 092
1188 191 000 092
1189 191 000 093
1190 191 000 093
1191 191 000 093
1192 191 000 093
1193 191 000 093
1194 191 000 093
1195 191 000 092
1196 192 000 092
1197 192 000 092
1198 191 000 091
1199 192 000 091
1200 192 000 090
1201 192 000 090
1202 192 000 089
1203 192 000 088
1204 192 000 087
1205 192 000 085
1206 192 000 084
1207 192 000 083
1208 192 000 081
1209 192 000 080
1210 192 000 078
1211 192 000 075
1212 192 000 072
1213 192 000 069
1214 192 000 065
1215 192 000 062
1216 192 000 058
1217 192 000 055
1218 192 000 051
1219 191 000 047
1220 191 000 043
1221 191 000 040
1222 191 000 037
1223 191 000 034
1224 191 000 031
1225 190 000 027
1226 190 000 025
1227 190 000 022
1228 189 000 019
1229 189 000 017
1230 189 000 015
1231 189 000 012
1232 188 000 010
1233 188 000 008
1234 187 000 006
1235 187 000 004
1236 186 000 003
1237 186 000 002
1238 185 000 001
1239 185 000 001
1240 184 000 000
1241 183 000 000
1242 183 000 000
1243 182 000 000
1244 181 000 000
1245 180 000 000
1246 179 000 000
1247 178 000 000
1248 177 000 000
1249 175 000 000
1250 173 000 000
1251 171 000 000
1252 168 000 000
1253 166 000 000
1254 163 000 000
1255 160 000 000
1256 157 000 000
1257 154 000 000
1258 151 000 001
1259 147 000 001
1260 143 000 001
1261 139 000 001
1262 135 000 002
1263 132 000 002
1264 127 000 003
1265 124 000 003
1266 120 000 004
1267 116 000 005
1268 112 000 005
1269 108 000 006
1270 103 000 007
1271 099 000 009
1272 093 000 010
1273 089 000 012
1274 083 000 014
1275 079 000 016
1276 074 000 018
1277 070 000 021
1278 065 000 023
1279 061 000 026
1280 057 000 028
1281 054 000 031
1282 050 000 033
1283 047 000 036
1284 044 000 039
1285 041 000 041
1286 038 000 044
1287 035 000 047
1288 032 000 050
1289 030 000 052
1290 027 000 055
1291 025 000 057
1292 023 000 060
1293 020 000 063
1294 018 000 066
1295 016 000 069
1296 013 000 072
1297 012 000 074
1298 010 000 076
1299 009 000 078
1300 007 000 080
1301 006 000 081
1302 005 000 083
1303 004 000 085
1304 003 000 086
1305 003 000 087
1306 002 000 088
1307 002 000 088
1308 001 000 089
1309 001 000 089
1310 001 000 090
1311 000 000 090
1312 000 000 090
1313 000 000 090
1314 000 000 090
1315 000 001 090
1316 000 001 090
1317 000 002 089
1318 000 002 089
1319 000 003 089
1320 000 004 088
1321 000 004 088
1322 000 005 087
1323 000 006 086
1324 000 007 086
1325 000 008 085
1326 000 009 084
1327 000 011 082
1328 000 013 081
1329 000 015 079
1330 000 017 076
1331 000 020 074
1332 000 023 071
1333 000 025 069
1334 000 028 066
1335 000 031 063
1336 000 034 060
1337 000 037 057
1338 000 040 054
1339 000 043 050
1340 000 046 047
1341 000 050 044
1342 000 054 041
1343 000 058 037
1344 000 062 034
1345 000 067 030
1346 000 071 027
1347 000 076 024
1348 000 081 021
1349 000 086 018
1350 000 091 016
1351 000 095 013
1352 000 102 011
1353 000 108 008
1354 000 115 007
1355 000 120 005
1356 000 125 004
1357 000 130 004
1358 000 135 003
1359 000 140 003
1360 000 144 003
1361 000 148 003
1362 000 151 004
1363 000 154 004
1364 000 157 004
1365 000 160 005
1366 000 162 005
1367 000 164 006
1368 000 166 006
1369 000 168 007
1370 000 169 008
1371 000 171 008
1372 000 172 009
1373 000 173 010
1374 000 174 011
1375 000 175 013
1376 000 176 014
1377 000 176 016
1378 000 177 017
1379 000 178 019
1380 000 178 021
1381 000 179 024
1382 000 179 026
1383 000 180 028
1384 000 180 030
1385 000 181 032
1386 000 181 037
1387 000 182 043
1388 000 183 050
1389 001 183 058
1390 001 184 067
1391 002 185 075
1392 003 185 084
1393 004 186 094
1394 005 186 103
1395 006 186 112
1396 008 187 121
1397 009 187 131
1398 011 188 141
1399 013 188 150
1400 015 188 158
1401 017 188 166
1402 020 188 175
1403 022 189 183
1404 024 189 190
1405 027 189 197
1406 029 189 203
1407 032 189 203
1408 035 189 203
1409 038 189 203
1410 041 189 203
1411 043 189 203
1412 047 189 203
1413 051 190 203
1414 055 190 203
1415 060 189 203
1416 066 189 203
1417 072 189 203
1418 077 190 203
1419 083 189 203
1420 089 189 203
1421 095 189 203
1422 101 189 203
1423 107 189 203
1424 112 189 203
1425 117 189 203
1426 122 189 203
1427 127 189 203
1428 132 190 203
1429 136 189 203
1430 140 189 203
1431 144 189 203
1432 147 189 203
1433 150 189 203
1434 153 189 203
1435 156 189 203
1436 159 189 203
1437 162 189 203
1438 164 189 203
1439 167 189 203
1440 169 189 203
1441 172 189 203
1442 175 189 203
1443 177 189 203
1444 178 189 203
1445 180 189 203
1446 182 189 203
1447 183 189 203
1448 184 189 203
1449 185 189 203
1450 186 188 203
1451 187 188 203
1452 187 188 203
1453 188 188 203
1454 188 188 203
1455 189 188 203
1456 190 188 203
1457 190 188 203
1458 191 188 203
1459 191 188 203
1460 192 188 203
1461 192 188 203
1462 193 187 203
1463 193 187 203
1464 194 187 203
1465 194 187 203
1466 194 187 203
1467 195 187 203
1468 195 187 203
1469 195 187 200
1470 196 187 198
1471 196 186 195
1472 196 186 193
1473 196 186 191
1474 196 186 190
1475 197 186 189
1476 197 186 187
1477 197 186 187
1478 197 186 186
1479 197 186 185
1480 197 186 185
1481 197 186 185
1482 198 186 184
1483 198 186 184
1484 198 186 184
1485 198 186 183
1486 198 186 183
1487 198 186 183
1488 198 186 183
1489 198 186 183
1490 198 186 183
1491 198 185 183
1492 198 185 183
1493 198 185 183
1494 198 185 183
1495 197 185 183
1496 197 185 183
1497 197 185 183
1498 197 185 183
1499 197 185 184
1500 197 185 184
1501 197 185 185
1502 197 185 186
1503 197 185 188
1504 197 185 190
1505 197 185 192
1506 197 185 195
1507 197 184 198
1508 197 184 201
1509 197 184 204
1510 197 184 203
1511 197 184 203
1512 197 184 203
1513 197 184 203
1514 196 184 203
1515 196 184 203
1516 196 184 203
1517 196 184 203
1518 196 184 204
1519 196 184 203
1520 196 184 203
1521 196 184 203
1522 196 184 204
1523 196 184 203
1524 196 184 204
1525 196 184 204
1526 196 184 204
1527 195 183 204
1528 196 183 203
1529 195 183 203
1530 195 183 203
1531 195 183 203
1532 195 183 203
1533 195 183 203
1534 195 183 203
1535 195 183 203
1536 195 183 203
1537 195 183 203
1538 195 183 203
1539 195 183 203
1540 195 183 203
1541 195 183 203
1542 195 183 203
1543 195 183 203
1544 195 183 203
1545 195 183 203
1546 195 183 203
1547 195 183 203
1548 195 183 203
1549 195 183 203
1550 195 183 203
1551 195 182 203
1552 196 183 203
1553 196 182 203
1554 196 182 203
1555 196 182 203
1556 196 182 203
1557 196 182 203
1558 196 182 203
1559 196 182 203
1560 196 182 203
1561 196 182 203
1562 196 182 203
1563 196 182 203
1564 196 182 203
1565 196 182 203
1566 196 182 203
1567 196 182 203
1568 196 182 203
1569 196 182 203
1570 196 182 203
1571 196 182 203
1572 196 182 203
1573 196 182 203
1574 196 182 203
1575 196 181 203
1576 196 181 203
1577 196 181 203
1578 196 181 202
1579 196 181 199
1580 196 181 196
1581 195 181 193
1582 195 181 191
1583 195 181 188
1584 195 181 186
1585 195 181 184
1586 195 181 183
1587 195 181 182
1588 195 181 180
1589 195 181 179
1590 195 181 179
1591 195 181 178
1592 194 181 178
1593 194 181 178
1594 194 181 177
1595 194 181 177
1596 194 181 177
1597 194 181 177
1598 193 180 177
1599 193 181 177
1600 193 180 177
1601 192 180 177
