Tick PD1 PD2 PD3
0238 189 204 007
0239 189 204 006
0240 189 203 004
0241 189 204 003
0242 189 204 003
0243 189 204 002
0244 189 203 002
0245 189 204 001
0246 189 204 001
0247 189 204 001
0248 189 204 001
0249 189 204 000
0250 189 204 000
0251 189 203 000
0252 189 204 000
0253 189 204 000
0254 189 204 000
0255 189 204 000
0256 189 204 000
0257 189 204 000
0258 189 204 000
0259 189 203 000
0260 189 204 000
0261 189 203 000
0262 189 204 000
0263 189 204 000
0264 189 203 000
0265 189 203 000
0266 189 204 000
0267 189 204 000
0268 189 204 000
0269 189 204 000
0270 189 204 000
0271 189 203 000
0272 189 204 000
0273 189 203 000
0274 189 204 000
0275 189 204 000
0276 189 203 000
0277 189 203 000
0278 189 204 000
0279 189 204 000
0280 189 203 000
0281 189 203 000
0282 189 203 000
0283 189 203 001
0284 189 203 001
0285 189 203 001
0286 189 203 001
0287 189 203 001
0288 189 203 002
0289 189 204 002
0290 189 203 002
0291 189 204 002
0292 189 203 003
0293 189 204 003
0294 189 203 004
0295 189 204 004
0296 189 204 004
0297 189 204 005
0298 189 204 005
0299 189 204 006
0300 189 204 007
0301 189 204 008
0302 189 204 010
0303 189 204 013
0304 188 204 015
0305 188 204 017
0306 188 204 020
0307 188 204 021
0308 188 204 023
0309 188 204 025
0310 187 204 028
0311 187 204 030
0312 187 204 033
0313 187 204 035
0314 187 204 037
0315 186 204 040
0316 186 203 042
0317 186 204 044
0318 186 204 045
0319 185 203 047
0320 185 204 049
0321 185 203 050
0322 184 204 052
0323 184 203 054
0324 184 203 056
0325 184 203 057
0326 183 204 058
0327 183 203 060
0328 183 204 061
0329 183 204 063
0330 182 204 064
0331 181 203 064
0332 181 203 067
0333 180 204 069
0334 179 203 070
0335 178 204 072
0336 178 204 074
0337 176 203 075
0338 175 204 076
0339 174 204 077
0340 172 204 078
0341 171 203 079
0342 169 204 080
0343 167 204 080
0344 166 203 081
0345 163 204 081
0346 161 204 082
0347 159 203 082
0348 156 203 082
0349 154 203 083
0350 152 204 083
0351 149 203 083
0352 146 203 083
0353 144 203 084
0354 140 203 084
0355 136 204 084
0356 132 203 084
0357 127 203 084
0358 123 203 084
0359 119 203 084
0360 116 203 084
0361 112 203 084
0362 109 203 084
0363 105 203 083
0364 101 203 083
0365 098 203 083
0366 095 203 083
0367 091 203 083
0368 087 203 082
0369 083 203 082
0370 079 203 081
0371 075 203 081
0372 071 203 080
0373 067 203 079
0374 063 203 079
0375 060 203 078
0376 057 203 077
0377 054 203 076
0378 051 203 075
0379 048 203 074
0380 046 203 073
0381 043 203 072
0382 040 203 070
0383 037 203 069
0384 034 203 067
0385 032 203 066
0386 030 203 064
0387 028 203 062
0388 026 203 060
0389 024 203 059
0390 022 203 057
0391 020 203 055
0392 019 203 053
0393 017 203 052
0394 015 203 051
0395 014 203 049
0396 013 203 047
0397 012 203 045
0398 010 203 043
0399 009 203 041
0400 008 203 039
0401 007 203 037
0402 006 203 033
0403 005 203 030
0404 004 203 027
0405 004 203 025
0406 003 203 023
0407 003 203 021
0408 002 203 019
0409 002 203 018
0410 001 203 016
0411 001 203 014
0412 001 203 013
0413 001 203 011
0414 000 203 010
0415 000 203 009
0416 000 203 008
0417 000 203 007
0418 000 203 006
0419 000 203 006
0420 000 203 005
0421 000 203 005
0422 000 203 004
0423 000 203 004
0424 000 203 003
0425 000 203 003
0426 000 203 002
0427 000 203 002
0428 000 203 002
0429 000 203 001
0430 000 203 001
0431 000 203 001
0432 000 203 001
0433 000 203 000
0434 000 203 000
0435 000 203 000
0436 000 203 000
0437 000 203 000
0438 000 203 000
0439 000 203 000
0440 000 203 000
0441 000 203 000
0442 000 203 000
0443 000 203 000
0444 000 203 000
0445 000 203 000
0446 000 203 000
0447 000 203 000
0448 000 203 000
0449 000 203 000
0450 000 203 000
0451 000 203 000
0452 000 203 000
0453 000 203 000
0454 000 203 000
0455 000 203 000
0456 000 203 000
0457 000 203 000
0458 000 203 000
0459 000 203 000
0460 000 203 001
0461 000 203 001
0462 000 203 001
0463 000 203 001
0464 000 203 001
0465 000 203 002
0466 000 203 002
0467 000 203 002
0468 000 203 003
0469 000 203 003
0470 000 203 004
0471 000 203 005
0472 000 203 005
0473 000 203 006
0474 000 203 007
0475 000 203 008
0476 000 203 009
0477 000 203 011
0478 000 203 012
0479 000 203 014
0480 000 203 015
0481 000 203 017
0482 000 203 018
0483 000 203 020
0484 000 203 022
0485 000 203 023
0486 000 203 025
0487 000 203 027
0488 000 203 028
0489 000 203 031
0490 000 203 034
0491 000 203 036
0492 000 203 037
0493 000 203 039
0494 000 203 042
0495 000 203 044
0496 000 203 046
0497 000 203 048
0498 000 203 050
0499 000 203 052
0500 000 203 054
0501 000 203 056
0502 000 203 059
0503 000 203 063
0504 000 203 065
0505 000 203 068
0506 000 203 069
0507 000 203 071
0508 000 203 072
0509 000 203 073
0510 000 203 074
0511 000 203 076
0512 000 203 077
0513 000 203 078
0514 001 203 079
0515 001 203 079
0516 002 203 080
0517 002 203 080
0518 003 203 081
0519 003 203 081
0520 004 203 082
0521 005 203 082
0522 006 203 083
0523 007 203 083
0524 008 203 084
0525 010 203 084
0526 011 203 085
0527 013 203 085
0528 015 203 085
0529 017 203 085
0530 019 203 086
0531 022 203 086
0532 024 203 086
0533 026 203 086
0534 029 203 086
0535 031 203 086
0536 034 203 086
0537 037 203 086
0538 041 203 086
0539 044 203 086
0540 047 203 086
0541 050 203 086
0542 053 203 086
0543 058 203 085
0544 062 203 085
0545 066 203 085
0546 070 203 085
0547 074 203 084
0548 079 203 084
0549 083 203 083
0550 088 203 082
0551 094 203 081
0552 100 203 080
0553 105 203 078
0554 110 203 076
0555 114 203 074
0556 118 203 073
0557 121 203 071
0558 124 203 068
0559 128 203 066
0560 132 203 064
0561 136 203 062
0562 141 203 059
0563 144 203 057
0564 148 204 054
0565 150 203 052
0566 153 203 050
0567 155 203 048
0568 158 203 045
0569 161 203 043
0570 164 204 042
0571 167 203 040
0572 169 204 038
0573 170 204 036
0574 173 204 035
0575 175 203 034
0576 177 204 032
0577 178 204 031
0578 180 203 030
0579 181 203 029
0580 182 204 027
0581 183 204 025
0582 184 204 023
0583 186 203 020
0584 187 204 018
0585 187 203 016
0586 188 204 014
0587 189 203 012
0588 189 204 010
0589 189 204 009
0590 190 204 008
0591 191 203 006
0592 191 204 006
0593 191 204 005
0594 192 204 004
0595 192 204 003
0596 192 204 003
0597 193 204 003
0598 193 204 002
0599 194 204 002
0600 194 204 002
0601 194 204 001
0602 195 203 001
0603 195 204 001
0604 196 204 001
0605 196 204 001
0606 196 204 000
0607 196 204 000
0608 196 204 000
0609 196 203 000
0610 196 204 000
0611 197 204 000
0612 197 203 000
0613 197 203 000
0614 197 203 000
0615 197 203 000
0616 197 203 000
0617 197 203 000
0618 198 203 000
0619 198 203 000
0620 198 203 000
0621 198 204 000
0622 198 204 000
0623 198 204 000
0624 198 204 000
0625 198 204 000
0626 198 204 000
0627 198 204 000
0628 198 204 000
0629 198 204 000
0630 199 204 001
0631 198 203 001
0632 199 204 001
0633 199 204 001
0634 199 204 001
0635 199 204 002
0636 199 204 002
0637 199 204 002
0638 199 204 003
0639 199 203 003
0640 199 204 004
0641 199 204 005
0642 198 203 006
0643 198 203 006
0644 199 204 007
0645 198 204 009
0646 199 204 010
0647 198 203 011
0648 198 204 012
0649 198 204 014
0650 198 204 016
0651 198 203 018
0652 198 204 019
0653 198 203 022
0654 198 204 025
0655 198 203 028
0656 198 203 030
0657 198 204 032
0658 198 204 034
0659 198 203 036
0660 198 204 039
0661 198 204 041
0662 197 203 043
0663 197 203 045
0664 197 203 047
0665 197 204 049
0666 197 203 051
0667 197 203 054
0668 197 204 057
0669 197 204 059
0670 197 203 062
0671 197 203 064
0672 197 204 065
0673 196 204 067
0674 196 204 069
0675 196 203 071
0676 196 204 072
0677 196 204 074
0678 196 204 075
0679 196 204 076
0680 196 204 078
0681 196 204 079
0682 196 204 081
0683 196 204 082
0684 195 204 083
0685 195 204 084
0686 195 203 084
0687 195 204 085
0688 195 203 086
0689 195 204 086
0690 195 204 086
0691 195 203 087
0692 195 204 087
0693 194 204 087
0694 194 204 088
0695 194 203 088
0696 194 204 089
0697 194 203 089
0698 194 204 089
0699 194 204 089
0700 194 204 089
0701 194 203 089
0702 194 204 090
0703 193 204 089
0704 194 204 090
0705 193 203 089
0706 193 204 089
0707 193 203 089
0708 193 204 089
0709 193 204 089
0710 193 204 089
0711 193 204 089
0712 193 203 088
0713 193 204 088
0714 193 204 088
0715 193 204 088
0716 193 204 087
0717 193 203 087
0718 193 204 086
0719 193 203 086
0720 193 203 085
0721 193 204 085
0722 193 203 084
0723 193 204 083
0724 193 204 082
0725 193 203 082
0726 192 203 081
0727 192 203 079
0728 192 203 078
0729 192 203 077
0730 192 203 075
0731 192 204 073
0732 192 204 071
0733 192 204 069
0734 192 204 067
0735 192 204 066
0736 192 204 064
0737 192 204 062
0738 192 204 059
0739 192 204 057
0740 192 204 054
0741 192 204 051
0742 192 204 049
0743 192 204 047
0744 192 204 044
0745 192 204 042
0746 191 203 039
0747 191 204 037
0748 191 204 035
0749 191 204 032
0750 191 204 030
0751 191 204 028
0752 191 204 024
0753 191 204 021
0754 191 204 018
0755 191 203 016
0756 191 204 014
0757 191 203 011
0758 191 204 010
0759 191 203 008
0760 191 204 007
0761 191 204 006
0762 191 204 005
0763 191 204 004
0764 191 204 003
0765 191 204 003
0766 191 204 002
0767 191 203 002
0768 191 204 001
0769 191 204 001
0770 191 204 001
0771 191 203 001
0772 191 203 001
0773 191 203 000
0774 191 204 000
0775 191 203 000
0776 191 204 000
0777 191 203 000
0778 191 204 000
0779 191 204 000
0780 191 203 000
0781 191 204 000
0782 191 203 000
0783 191 203 000
0784 191 204 000
0785 191 204 000
0786 191 204 000
0787 191 204 000
0788 191 204 000
0789 191 204 000
0790 191 203 000
0791 191 203 000
0792 191 203 000
0793 191 204 000
0794 191 203 000
0795 191 204 000
0796 191 204 001
0797 191 204 001
0798 191 204 001
0799 191 204 001
0800 191 204 002
0801 191 203 002
0802 191 204 002
0803 191 204 003
0804 191 204 003
0805 191 203 004
0806 191 204 005
0807 191 204 005
0808 191 203 006
0809 191 204 007
0810 191 204 008
0811 191 204 009
0812 191 204 011
0813 191 204 012
0814 191 204 013
0815 191 203 015
0816 191 204 017
0817 191 203 018
0818 191 204 020
0819 191 204 022
0820 191 203 024
0821 191 204 027
0822 191 204 029
0823 191 203 031
0824 191 204 034
0825 191 204 036
0826 191 204 038
0827 191 203 041
0828 191 204 044
0829 191 204 046
0830 191 204 049
0831 191 204 051
0832 191 203 054
0833 190 203 056
0834 191 204 059
0835 191 203 061
0836 190 204 064
0837 191 203 066
0838 191 203 068
0839 191 204 070
0840 191 204 072
0841 191 204 074
0842 191 204 076
0843 191 204 078
0844 191 204 079
0845 191 204 080
0846 191 204 081
0847 191 204 083
0848 191 204 084
0849 191 204 085
0850 191 204 085
0851 191 204 086
0852 191 203 087
0853 191 204 088
0854 191 204 089
0855 191 204 089
0856 190 204 090
0857 191 204 090
0858 190 204 091
0859 191 204 091
0860 191 204 091
0861 190 203 091
0862 191 203 092
0863 191 204 092
0864 191 203 092
0865 191 204 092
0866 191 204 092
0867 191 204 092
0868 191 203 092
0869 191 204 092
0870 191 204 091
0871 191 204 091
0872 191 204 091
0873 191 203 091
0874 191 204 090
0875 191 203 090
0876 191 204 090
0877 191 204 089
0878 191 204 089
0879 191 203 088
0880 191 204 088
0881 191 203 087
0882 191 203 087
0883 191 203 086
0884 191 203 085
0885 191 203 084
0886 191 204 083
0887 191 204 082
0888 191 203 080
0889 191 204 079
0890 192 204 077
0891 191 204 076
0892 192 204 074
0893 191 203 072
0894 192 204 071
0895 191 204 069
0896 191 204 067
0897 191 203 065
0898 191 204 063
0899 191 204 061
0900 191 204 059
0901 191 204 056
0902 191 204 052
0903 191 204 049
0904 191 204 046
0905 191 204 043
0906 190 204 040
0907 190 204 037
0908 190 204 034
0909 190 204 032
0910 190 204 029
0911 190 204 027
0912 189 204 025
0913 189 204 023
0914 189 203 021
0915 189 203 019
0916 189 203 018
0917 188 203 016
0918 188 204 015
0919 188 204 014
0920 187 204 013
0921 187 204 012
0922 187 204 011
0923 187 204 010
0924 186 204 009
0925 186 204 008
0926 185 204 007
0927 185 204 006
0928 185 204 005
0929 184 204 004
0930 184 204 003
0931 183 203 003
0932 182 203 003
0933 182 203 002
0934 181 204 002
0935 180 203 002
0936 179 203 001
0937 177 204 001
0938 176 203 001
0939 174 203 001
0940 172 203 001
0941 171 204 000
0942 169 203 000
0943 166 203 000
0944 164 203 000
0945 162 203 000
0946 159 203 000
0947 157 203 000
0948 154 203 000
0949 150 203 000
0950 147 204 000
0951 141 203 000
0952 137 203 000
0953 134 203 000
0954 130 203 000
0955 126 203 001
0956 122 203 001
0957 117 203 001
0958 113 203 001
0959 109 203 001
0960 104 203 002
0961 099 203 002
0962 094 203 003
0963 089 203 003
0964 085 203 004
0965 080 203 005
0966 076 203 006
0967 071 203 007
0968 067 203 008
0969 063 203 009
0970 059 203 010
0971 055 203 012
0972 051 203 013
0973 048 203 015
0974 044 203 017
0975 040 203 019
0976 037 203 021
0977 034 203 023
0978 031 203 025
0979 029 203 027
0980 026 203 029
0981 024 203 032
0982 022 203 035
0983 020 203 037
0984 018 203 039
0985 016 203 043
0986 014 203 046
0987 012 203 050
0988 011 203 053
0989 010 203 056
0990 009 203 060
0991 008 203 063
0992 007 203 065
0993 006 203 067
0994 006 203 070
0995 005 203 072
0996 005 203 074
0997 004 203 076
0998 004 203 077
0999 004 203 079
1000 003 203 080
1001 003 203 082
1002 003 203 083
1003 002 203 085
1004 002 203 086
1005 002 203 088
1006 002 203 089
1007 001 203 090
1008 001 203 091
1009 001 203 091
1010 001 203 092
1011 000 203 093
1012 000 203 093
1013 000 203 094
1014 000 203 094
1015 000 203 095
1016 000 203 095
1017 000 203 095
1018 000 203 096
1019 000 203 096
1020 000 203 096
1021 000 203 096
1022 000 203 096
1023 000 203 096
1024 000 203 096
1025 000 203 096
1026 000 203 096
1027 000 203 096
1028 000 203 095
1029 000 203 095
1030 000 203 095
1031 000 203 094
1032 000 203 094
1033 000 203 094
1034 000 203 093
1035 000 203 092
1036 000 203 091
1037 000 203 090
1038 000 203 089
1039 000 203 088
1040 000 203 087
1041 000 203 086
1042 000 203 085
1043 000 203 083
1044 000 203 082
1045 000 203 080
1046 000 203 078
1047 000 203 076
1048 000 203 074
1049 000 202 071
1050 000 203 069
1051 000 203 067
1052 000 203 064
1053 000 203 062
1054 000 203 059
1055 000 203 056
1056 000 203 054
1057 000 203 051
1058 000 203 049
1059 000 203 045
1060 000 203 042
1061 000 203 040
1062 000 203 037
1063 000 203 035
1064 000 203 032
1065 000 203 030
1066 000 203 028
1067 000 203 026
1068 000 203 025
1069 000 203 022
1070 000 203 019
1071 000 203 017
1072 000 203 016
1073 000 203 014
1074 000 203 013
1075 000 203 012
1076 000 203 010
1077 000 203 009
1078 000 203 008
1079 000 203 007
1080 000 203 006
1081 000 203 005
1082 000 203 004
1083 000 203 004
1084 001 203 003
1085 001 203 003
1086 001 203 002
1087 001 203 002
1088 001 203 002
1089 001 203 002
1090 002 203 001
1091 002 203 001
1092 002 203 001
1093 002 203 001
1094 003 203 001
1095 003 203 001
1096 003 203 001
1097 004 203 000
1098 004 203 000
1099 005 203 000
1100 005 203 000
1101 006 203 000
1102 007 203 000
1103 008 203 000
1104 009 203 000
1105 010 203 000
1106 012 203 000
1107 013 203 000
1108 015 203 001
1109 017 203 001
1110 019 203 001
1111 021 203 001
1112 023 203 002
1113 026 203 002
1114 028 203 002
1115 031 203 003
1116 034 203 003
1117 038 203 004
1118 041 203 005
1119 045 203 006
1120 048 203 008
1121 052 203 009
1122 056 203 010
1123 061 203 012
1124 065 203 013
1125 068 203 015
1126 073 203 017
1127 078 203 019
1128 083 203 022
1129 088 203 025
1130 092 203 028
1131 097 203 030
1132 101 203 033
1133 106 203 035
1134 110 203 037
1135 116 203 040
1136 119 203 043
1137 123 203 045
1138 127 203 047
1139 132 203 049
1140 136 203 052
1141 140 203 055
1142 144 203 058
1143 147 203 061
1144 150 203 063
1145 153 203 065
1146 156 204 067
1147 159 204 069
1148 161 204 072
1149 164 204 074
1150 167 204 076
1151 170 203 078
1152 173 204 081
1153 175 203 084
1154 176 203 086
1155 177 204 088
1156 178 204 090
1157 180 203 091
1158 181 203 092
1159 182 203 093
1160 182 203 093
1161 183 204 094
1162 184 203 094
1163 184 203 095
1164 185 203 095
1165 185 203 096
1166 186 203 096
1167 186 203 097
1168 186 203 097
1169 187 204 097
1170 187 203 097
1171 188 204 097
1172 188 204 097
1173 188 204 097
1174 189 203 097
1175 189 204 097
1176 189 204 097
1177 190 204 097
1178 190 204 097
1179 190 204 096
1180 190 204 096
1181 191 204 096
1182 191 204 096
1183 191 204 096
1184 191 204 095
1185 191 204 095
1186 191 204 095
1187 191 204 094
1188 191 204 093
1189 191 204 092
1190 191 203 091
1191 191 203 090
1192 191 204 089
1193 191 204 088
1194 191 204 087
1195 191 203 086
1196 191 204 085
1197 191 203 083
1198 191 204 082
1199 191 203 080
1200 191 203 078
1201 191 203 076
1202 191 204 075
1203 190 204 072
1204 190 204 070
1205 190 204 068
1206 190 203 065
1207 190 204 063
1208 189 204 060
1209 189 204 058
1210 189 203 055
1211 188 204 052
1212 188 204 049
1213 188 204 046
1214 187 203 043
1215 187 203 041
1216 186 204 038
1217 186 204 035
1218 186 204 032
1219 185 204 030
1220 184 204 028
1221 184 204 025
1222 183 204 023
1223 182 204 021
1224 181 203 019
1225 179 204 017
1226 178 203 016
1227 177 204 014
1228 175 204 013
1229 174 203 011
1230 172 203 010
1231 169 204 009
1232 167 204 008
1233 164 203 006
1234 162 204 006
1235 159 204 005
1236 156 203 004
1237 152 203 004
1238 149 203 003
1239 145 204 003
1240 142 204 002
1241 138 203 002
1242 134 203 002
1243 129 204 002
1244 125 203 001
1245 121 203 001
1246 116 203 001
1247 112 203 001
1248 107 203 001
1249 102 203 000
1250 097 203 000
1251 092 203 000
1252 086 203 000
1253 081 203 000
1254 077 203 000
1255 072 202 000
1256 068 203 000
1257 063 202 000
1258 060 203 000
1259 055 203 000
1260 051 203 001
1261 047 203 001
1262 044 203 001
1263 041 203 001
1264 037 203 002
1265 034 203 002
1266 032 203 003
1267 029 203 003
1268 027 203 004
1269 024 203 005
1270 022 203 007
1271 020 203 008
1272 018 203 009
1273 017 203 010
1274 015 203 012
1275 014 203 013
1276 012 203 015
1277 011 203 017
1278 010 203 019
1279 009 203 021
1280 009 203 023
1281 008 203 026
1282 007 203 028
1283 007 203 031
1284 006 203 033
1285 006 203 035
1286 006 203 037
1287 005 203 039
1288 005 203 042
1289 005 203 044
1290 004 203 047
1291 004 203 049
1292 004 203 052
1293 003 203 054
1294 003 203 056
1295 003 203 058
1296 003 203 060
1297 002 203 062
1298 002 203 063
1299 002 203 065
1300 002 203 067
1301 001 203 070
1302 001 203 073
1303 001 203 075
1304 001 203 077
1305 000 203 079
1306 000 203 081
1307 000 203 083
1308 000 203 085
1309 000 203 086
1310 000 203 087
1311 000 203 088
1312 000 203 089
1313 000 203 090
1314 000 203 090
1315 000 203 091
1316 000 203 091
1317 000 203 092
1318 000 203 092
1319 000 203 093
1320 000 203 093
1321 000 203 093
1322 000 203 094
1323 000 203 094
1324 000 203 094
1325 000 203 094
1326 000 203 094
1327 000 203 094
1328 000 203 094
1329 000 203 094
1330 000 203 094
1331 000 203 094
1332 000 203 094
1333 000 203 094
1334 000 203 093
1335 000 203 093
1336 000 203 092
1337 000 203 092
1338 000 203 091
1339 000 203 091
1340 000 203 090
1341 000 203 089
1342 000 203 089
1343 000 203 088
1344 000 203 087
1345 000 203 086
1346 000 203 084
1347 000 203 083
1348 000 203 081
1349 000 203 080
1350 000 202 078
1351 000 203 075
1352 000 203 072
1353 000 203 069
1354 000 203 066
1355 000 203 062
1356 000 203 059
1357 000 203 055
1358 000 203 051
1359 000 203 048
1360 000 203 044
1361 000 203 041
1362 000 203 038
1363 000 203 036
1364 000 203 033
1365 000 203 030
1366 000 203 027
1367 000 203 025
1368 000 203 023
1369 000 203 021
1370 000 203 019
1371 000 203 018
1372 000 203 016
1373 000 203 015
1374 000 203 014
1375 000 203 012
1376 000 203 012
1377 000 203 010
1378 000 203 009
1379 000 202 009
1380 000 203 008
1381 000 203 007
1382 000 203 007
1383 000 203 006
1384 000 203 006
1385 000 203 005
1386 000 203 005
1387 000 203 004
1388 000 203 004
1389 000 203 003
1390 000 203 003
1391 000 203 003
1392 000 203 002
1393 000 203 002
1394 000 203 002
1395 000 203 001
1396 000 203 001
1397 000 203 001
1398 000 203 001
1399 000 203 001
1400 000 203 001
1401 000 203 001
1402 000 203 000
1403 000 203 000
1404 000 203 000
1405 000 203 000
1406 000 203 000
1407 000 203 000
1408 000 203 001
1409 000 203 001
1410 000 203 001
1411 000 203 001
1412 000 203 001
1413 000 203 002
1414 000 203 002
1415 000 203 003
1416 000 203 004
1417 000 203 005
1418 000 203 006
1419 000 203 007
1420 000 203 009
1421 000 203 010
1422 000 203 012
1423 000 203 013
1424 000 203 015
1425 000 203 017
1426 000 203 019
1427 000 203 021
1428 000 203 023
1429 000 203 026
1430 000 203 028
1431 000 203 030
1432 000 203 033
1433 000 203 036
1434 000 203 039
1435 000 203 042
1436 000 203 045
1437 000 203 048
1438 000 203 050
1439 000 203 053
1440 000 203 056
1441 000 203 058
1442 000 203 061
1443 000 203 063
1444 000 203 066
1445 000 203 068
1446 000 203 070
1447 000 203 072
1448 000 203 074
1449 000 203 076
1450 000 203 077
1451 000 203 079
1452 000 203 081
1453 000 203 083
1454 000 203 084
1455 000 203 085
1456 000 203 086
1457 000 203 087
1458 000 203 088
1459 000 203 089
1460 000 203 090
1461 000 203 090
1462 000 203 091
1463 000 203 091
1464 000 203 092
1465 000 203 092
1466 000 203 093
1467 000 203 093
1468 000 203 093
1469 000 203 094
1470 000 203 094
1471 000 203 094
1472 000 203 094
1473 000 203 094
1474 000 203 094
1475 000 203 095
1476 000 203 095
1477 000 203 095
1478 000 203 095
1479 000 203 094
1480 000 203 094
1481 000 203 094
1482 000 203 093
1483 000 203 093
1484 000 203 092
1485 000 203 092
1486 000 203 091
1487 000 203 091
1488 000 203 090
1489 000 203 089
1490 000 203 087
1491 000 203 086
1492 000 203 085
1493 000 203 083
1494 000 203 081
1495 000 203 079
1496 000 202 077
1497 000 203 076
1498 000 203 073
1499 000 203 071
1500 000 203 068
1501 000 203 066
1502 000 203 062
1503 000 203 058
1504 000 203 054
1505 000 203 050
1506 000 203 046
1507 000 203 042
1508 000 203 038
1509 000 203 035
1510 000 203 032
1511 000 203 028
1512 000 203 026
1513 000 203 023
1514 000 203 021
1515 000 203 019
1516 000 203 017
1517 000 203 015
1518 000 203 014
1519 000 203 012
1520 000 203 011
1521 000 203 010
1522 000 203 009
1523 000 203 008
1524 000 203 007
1525 000 203 006
1526 000 203 006
1527 000 203 005
1528 000 203 005
1529 000 203 004
1530 000 203 004
1531 000 203 003
1532 000 203 003
1533 000 203 003
1534 000 203 002
1535 000 203 002
1536 000 203 002
1537 000 203 002
1538 000 203 001
1539 000 203 001
1540 000 203 001
1541 000 203 001
1542 000 203 001
1543 000 203 001
1544 000 203 000
1545 000 203 000
1546 000 203 000
1547 000 203 000
1548 000 203 000
1549 000 203 000
1550 000 203 000
1551 000 203 001
1552 000 203 001
1553 000 203 001
1554 000 203 002
1555 000 203 003
1556 000 203 004
1557 000 203 005
1558 000 203 007
1559 000 203 009
1560 000 203 011
1561 000 203 014
1562 000 203 017
1563 000 203 019
1564 000 203 022
1565 000 203 025
1566 000 203 027
1567 000 203 029
1568 000 203 032
1569 000 203 033
1570 000 203 035
1571 000 203 036
1572 000 203 037
1573 000 203 038
1574 000 203 040
1575 000 203 042
1576 000 203 045
1577 000 203 046
1578 000 203 048
1579 000 203 050
1580 000 203 051
1581 000 203 053
1582 000 203 056
1583 000 203 058
1584 000 203 061
1585 000 203 064
1586 000 203 068
1587 000 203 070
1588 000 203 072
1589 000 203 074
1590 000 203 077
1591 000 203 079
1592 000 203 080
1593 000 203 082
1594 000 203 083
1595 000 203 084
1596 000 203 085
1597 000 203 086
1598 000 203 087
1599 000 203 088
1600 000 203 088
1601 000 203 089
